timestamp,symbol,side,price,size,event_type
1000000000266000000,AAPL,BUY,149.99,1333,TRADE
1000000000269000000,AAPL,SELL,149.97,5142,TRADE
1000000000272000000,AAPL,SELL,149.93,2026,TRADE
1000000000275000000,AAPL,BUY,149.97,1852,TRADE
1000000000276000000,AAPL,BUY,149.99,1543,TRADE
1000000000277000000,AAPL,SELL,149.97,7083,TRADE
1000000000279000000,AAPL,BUY,149.98,6419,TRADE
1000000000280000000,AAPL,BUY,149.99,242,TRADE
1000000000283000000,AAPL,SELL,150.01,8894,TRADE
1000000000286000000,AAPL,BUY,150.0,4111,TRADE
1000000000290000000,AAPL,BUY,150.0,441,TRADE
1000000000292000000,AAPL,SELL,149.95000000000002,1905,TRADE
1000000000299000000,AAPL,SELL,149.95000000000002,392,TRADE
1000000000300000000,AAPL,SELL,149.97,8313,TRADE
1000000000303000000,AAPL,BUY,150.02,3769,TRADE
1000000000307000000,AAPL,BUY,149.99,5582,TRADE
1000000000309000000,AAPL,SELL,149.96,4445,TRADE
1000000000313000000,AAPL,SELL,149.92000000000002,5298,TRADE
1000000000314000000,AAPL,SELL,149.92000000000002,6141,TRADE
1000000000315000000,AAPL,SELL,149.93,8638,TRADE
1000000000318000000,AAPL,BUY,149.96,1797,TRADE
1000000000320000000,AAPL,SELL,149.97,5043,TRADE
1000000000321000000,AAPL,SELL,150.01,8291,TRADE
1000000000330000000,AAPL,SELL,150.07,4130,TRADE
1000000000331000000,AAPL,SELL,150.06,5386,TRADE
1000000000333000000,AAPL,SELL,150.04,4477,TRADE
1000000000337000000,AAPL,BUY,150.06,7967,TRADE
1000000000339000000,AAPL,BUY,150.05,276,TRADE
1000000000341000000,AAPL,BUY,150.05,3835,TRADE
1000000000348000000,AAPL,BUY,149.97,5593,TRADE
1000000000352000000,AAPL,BUY,149.98,3035,TRADE
1000000000353000000,AAPL,BUY,149.99,6081,TRADE
1000000000354000000,AAPL,BUY,150.02,410,TRADE
1000000000367000000,AAPL,BUY,150.03,6365,TRADE
1000000000379000000,AAPL,SELL,149.98,7757,TRADE
1000000000380000000,AAPL,BUY,150.0,3698,TRADE
1000000000384000000,AAPL,SELL,149.99,2760,TRADE
1000000000388000000,AAPL,SELL,150.01,1989,TRADE
1000000000401000000,AAPL,BUY,150.01,637,TRADE
1000000000404000000,AAPL,BUY,150.04,5891,TRADE
1000000000411000000,AAPL,SELL,150.03,5488,TRADE
1000000000415000000,AAPL,SELL,150.03,8110,TRADE
1000000000416000000,AAPL,SELL,149.99,122,TRADE
1000000000425000000,AAPL,BUY,150.05,8368,TRADE
1000000000428000000,AAPL,BUY,150.03,4691,TRADE
1000000000430000000,AAPL,SELL,150.0,3507,TRADE
1000000000437000000,AAPL,SELL,150.02,9432,TRADE
1000000000441000000,AAPL,SELL,150.03,9715,TRADE
1000000000442000000,AAPL,SELL,150.02,7123,TRADE
1000000000444000000,AAPL,SELL,149.98,7384,TRADE
1000000000449000000,AAPL,BUY,150.01,399,TRADE
1000000000451000000,AAPL,SELL,150.01,5569,TRADE
1000000000452000000,AAPL,SELL,150.01,4496,TRADE
1000000000457000000,AAPL,BUY,150.04,2602,TRADE
1000000000461000000,AAPL,BUY,150.01,7679,TRADE
1000000000468000000,AAPL,BUY,149.94,3843,TRADE
1000000000469000000,AAPL,BUY,149.97,4146,TRADE
1000000000470000000,AAPL,SELL,149.99,7043,TRADE
1000000000472000000,AAPL,BUY,150.01,9656,TRADE
1000000000475000000,AAPL,BUY,149.98,7775,TRADE
1000000000479000000,AAPL,SELL,150.06,1437,TRADE
1000000000482000000,AAPL,BUY,150.06,7990,TRADE
1000000000484000000,AAPL,BUY,150.1,1538,TRADE
1000000000486000000,AAPL,BUY,150.08,3523,TRADE
1000000000488000000,AAPL,BUY,150.1,2246,TRADE
1000000000490000000,AAPL,BUY,150.1,2816,TRADE
1000000000491000000,AAPL,SELL,150.05,2702,TRADE
1000000000492000000,AAPL,BUY,150.05,898,TRADE
1000000000493000000,AAPL,BUY,150.06,4068,TRADE
1000000000496000000,AAPL,BUY,150.03,2062,TRADE
1000000000502000000,AAPL,SELL,150.01,7873,TRADE
1000000000504000000,AAPL,BUY,149.99,1366,TRADE
1000000000507000000,AAPL,SELL,149.99,8919,TRADE
1000000000509000000,AAPL,SELL,149.92000000000002,7716,TRADE
1000000000510000000,AAPL,SELL,149.9,1106,TRADE
1000000000514000000,AAPL,SELL,149.93,2652,TRADE
1000000000523000000,AAPL,BUY,150.01,4887,TRADE
1000000000530000000,AAPL,BUY,149.94,141,TRADE
1000000000535000000,AAPL,SELL,149.96,7115,TRADE
1000000000539000000,AAPL,SELL,150.0,1590,TRADE
1000000000540000000,AAPL,SELL,149.97,4738,TRADE
1000000000541000000,AAPL,SELL,149.97,7677,TRADE
1000000000549000000,AAPL,SELL,150.04,1009,TRADE
1000000000553000000,AAPL,BUY,150.02,3158,TRADE
1000000000557000000,AAPL,BUY,150.05,3715,TRADE
1000000000564000000,AAPL,BUY,150.03,846,TRADE
1000000000565000000,AAPL,SELL,149.99,2236,TRADE
1000000000568000000,AAPL,SELL,149.97,1025,TRADE
1000000000572000000,AAPL,SELL,149.97,461,TRADE
1000000000575000000,AAPL,BUY,149.99,8682,TRADE
1000000000580000000,AAPL,BUY,149.96,6430,TRADE
1000000000581000000,AAPL,BUY,149.98,966,TRADE
1000000000585000000,AAPL,SELL,149.97,1980,TRADE
1000000000587000000,AAPL,BUY,149.97,9751,TRADE
1000000000590000000,AAPL,BUY,150.0,2797,TRADE
1000000000591000000,AAPL,SELL,149.98,912,TRADE
1000000000592000000,AAPL,BUY,150.01,7184,TRADE
1000000000594000000,AAPL,SELL,149.99,148,TRADE
1000000000595000000,AAPL,SELL,150.01,8213,TRADE
1000000000603000000,AAPL,BUY,149.99,1824,TRADE
1000000000605000000,AAPL,SELL,149.96,5219,TRADE
1000000000614000000,AAPL,BUY,149.95000000000002,482,TRADE
1000000000615000000,AAPL,SELL,149.94,860,TRADE
1000000000616000000,AAPL,BUY,149.98,3551,TRADE
1000000000627000000,AAPL,BUY,150.05,5395,TRADE
1000000000628000000,AAPL,BUY,150.05,941,TRADE
1000000000629000000,AAPL,SELL,150.02,1340,TRADE
1000000000630000000,AAPL,BUY,150.06,8317,TRADE
1000000000631000000,AAPL,BUY,150.08,2264,TRADE
1000000000635000000,AAPL,SELL,149.96,5050,TRADE
1000000000636000000,AAPL,SELL,149.99,1426,TRADE
1000000000639000000,AAPL,BUY,150.05,4935,TRADE
1000000000641000000,AAPL,BUY,150.01,1747,TRADE
1000000000650000000,AAPL,SELL,150.06,2750,TRADE
1000000000654000000,AAPL,SELL,150.07,1509,TRADE
1000000000655000000,AAPL,SELL,150.09,8210,TRADE
1000000000656000000,AAPL,BUY,150.07,6986,TRADE
1000000000658000000,AAPL,SELL,150.09,1362,TRADE
1000000000663000000,AAPL,SELL,150.16,3317,TRADE
1000000000668000000,AAPL,SELL,150.09,9985,TRADE
1000000000669000000,AAPL,SELL,150.09,1805,TRADE
1000000000670000000,AAPL,BUY,150.06,471,TRADE
1000000000672000000,AAPL,BUY,150.08,4620,TRADE
1000000000673000000,AAPL,BUY,150.05,8645,TRADE
1000000000675000000,AAPL,BUY,150.05,860,TRADE
1000000000676000000,AAPL,SELL,149.99,1308,TRADE
1000000000678000000,AAPL,BUY,149.99,9895,TRADE
1000000000681000000,AAPL,SELL,150.01,9994,TRADE
1000000000686000000,AAPL,BUY,150.01,1077,TRADE
1000000000693000000,AAPL,SELL,149.98,6015,TRADE
1000000000696000000,AAPL,BUY,149.96,3010,TRADE
1000000000697000000,AAPL,SELL,149.93,2719,TRADE
1000000000700000000,AAPL,SELL,149.96,694,TRADE
1000000000703000000,AAPL,BUY,150.05,5918,TRADE
1000000000710000000,AAPL,BUY,150.05,8516,TRADE
1000000000711000000,AAPL,SELL,150.04,1772,TRADE
1000000000719000000,AAPL,BUY,150.01,295,TRADE
1000000000723000000,AAPL,SELL,150.01,6289,TRADE
1000000000732000000,AAPL,BUY,149.96,2618,TRADE
1000000000735000000,AAPL,SELL,149.94,9494,TRADE
1000000000736000000,AAPL,SELL,149.92000000000002,5671,TRADE
1000000000742000000,AAPL,BUY,149.97,9132,TRADE
1000000000744000000,AAPL,SELL,149.97,8055,TRADE
1000000000746000000,AAPL,SELL,149.98,5229,TRADE
1000000000751000000,AAPL,SELL,150.01,7931,TRADE
1000000000752000000,AAPL,BUY,150.05,6876,TRADE
1000000000753000000,AAPL,BUY,150.03,9894,TRADE
1000000000754000000,AAPL,BUY,150.01,2562,TRADE
1000000000765000000,AAPL,BUY,149.97,131,TRADE
1000000000766000000,AAPL,BUY,149.97,4413,TRADE
1000000000771000000,AAPL,BUY,150.02,3877,TRADE
1000000000773000000,AAPL,SELL,150.04,5585,TRADE
1000000000775000000,AAPL,BUY,150.03,7672,TRADE
1000000000781000000,AAPL,SELL,150.14000000000001,5218,TRADE
1000000000785000000,AAPL,SELL,150.07,5600,TRADE
1000000000788000000,AAPL,BUY,150.1,5703,TRADE
1000000000791000000,AAPL,BUY,149.95000000000002,7397,TRADE
1000000000797000000,AAPL,BUY,150.07,4342,TRADE
1000000000798000000,AAPL,BUY,150.04,6650,TRADE
1000000000801000000,AAPL,BUY,150.1,5948,TRADE
1000000000802000000,AAPL,BUY,150.18,7213,TRADE
1000000000808000000,AAPL,SELL,150.16,892,TRADE
1000000000810000000,AAPL,BUY,149.98,7513,TRADE
1000000000812000000,AAPL,BUY,149.81,1478,TRADE
1000000000815000000,AAPL,BUY,150.14000000000001,7020,TRADE
1000000000824000000,AAPL,SELL,149.98,5690,TRADE
1000000000827000000,AAPL,BUY,149.77,3756,TRADE
1000000000830000000,AAPL,SELL,149.74,7119,TRADE
1000000000831000000,AAPL,BUY,150.02,4496,TRADE
1000000000833000000,AAPL,SELL,150.0,1970,TRADE
1000000000834000000,AAPL,SELL,149.82,5492,TRADE
1000000000835000000,AAPL,SELL,149.8,2849,TRADE
1000000000839000000,AAPL,BUY,150.13,241,TRADE
1000000000843000000,AAPL,BUY,150.20000000000002,1532,TRADE
1000000000845000000,AAPL,SELL,149.91,1306,TRADE
1000000000846000000,AAPL,SELL,149.95000000000002,4414,TRADE
1000000000848000000,AAPL,SELL,150.06,6410,TRADE
1000000000849000000,AAPL,BUY,150.22,1410,TRADE
1000000000855000000,AAPL,BUY,150.25,8199,TRADE
1000000000858000000,AAPL,BUY,150.13,7867,TRADE
1000000000867000000,AAPL,SELL,150.25,2016,TRADE
1000000000868000000,AAPL,BUY,150.26,1133,TRADE
1000000000872000000,AAPL,BUY,149.97,999,TRADE
1000000000873000000,AAPL,BUY,149.94,6970,TRADE
1000000000876000000,AAPL,BUY,149.89000000000001,8204,TRADE
1000000000879000000,AAPL,BUY,149.74,2832,TRADE
1000000000880000000,AAPL,SELL,149.83,4688,TRADE
1000000000882000000,AAPL,BUY,150.05,877,TRADE
1000000000883000000,AAPL,BUY,150.21,3384,TRADE
1000000000885000000,AAPL,SELL,150.23,2320,TRADE
1000000000887000000,AAPL,SELL,150.06,3706,TRADE
1000000000889000000,AAPL,BUY,150.18,6458,TRADE
1000000000892000000,AAPL,BUY,149.87,7799,TRADE
1000000000893000000,AAPL,BUY,149.94,9642,TRADE
1000000000894000000,AAPL,BUY,149.95000000000002,8053,TRADE
1000000000897000000,AAPL,BUY,149.93,1137,TRADE
1000000000902000000,AAPL,SELL,150.13,2973,TRADE
1000000000903000000,AAPL,BUY,150.16,3465,TRADE
1000000000910000000,AAPL,BUY,150.24,3309,TRADE
1000000000911000000,AAPL,SELL,150.25,8255,TRADE
1000000000912000000,AAPL,BUY,150.12,6881,TRADE
1000000000920000000,AAPL,BUY,150.32,8418,TRADE
1000000000934000000,AAPL,SELL,150.04,1120,TRADE
1000000000936000000,AAPL,SELL,150.03,4857,TRADE
1000000000945000000,AAPL,BUY,150.04,7563,TRADE
1000000000947000000,AAPL,SELL,150.12,1323,TRADE
1000000000950000000,AAPL,SELL,150.09,9562,TRADE
1000000000959000000,AAPL,SELL,149.89000000000001,235,TRADE
1000000000960000000,AAPL,BUY,149.88,2517,TRADE
1000000000963000000,AAPL,SELL,149.88,6395,TRADE
1000000000965000000,AAPL,BUY,149.99,8167,TRADE
1000000000966000000,AAPL,SELL,149.93,4274,TRADE
1000000000973000000,AAPL,BUY,149.98,5410,TRADE
1000000000975000000,AAPL,SELL,149.88,6291,TRADE
1000000000977000000,AAPL,BUY,149.74,7528,TRADE
1000000000978000000,AAPL,SELL,149.71,5043,TRADE
1000000000981000000,AAPL,SELL,149.62,6003,TRADE
1000000000984000000,AAPL,SELL,149.77,8957,TRADE
1000000000989000000,AAPL,BUY,149.94,4553,TRADE
1000000000993000000,AAPL,BUY,149.99,8535,TRADE
1000000000994000000,AAPL,SELL,150.03,5771,TRADE
1000000000995000000,AAPL,BUY,150.03,4052,TRADE
1000000000997000000,AAPL,BUY,150.01,995,TRADE
1000000000998000000,AAPL,SELL,149.98,5186,TRADE
1000000001000000000,AAPL,BUY,150.04,6743,TRADE
1000000001005000000,AAPL,BUY,150.05,7746,TRADE
1000000001007000000,AAPL,SELL,150.08,9086,TRADE
1000000001022000000,AAPL,BUY,149.93,8077,TRADE
1000000001025000000,AAPL,SELL,149.97,426,TRADE
1000000001029000000,AAPL,BUY,150.0,8972,TRADE
1000000001030000000,AAPL,SELL,150.01,264,TRADE
1000000001050000000,AAPL,BUY,149.98,4122,TRADE
1000000001053000000,AAPL,BUY,150.03,2373,TRADE
1000000001054000000,AAPL,SELL,149.98,8319,TRADE
1000000001055000000,AAPL,SELL,150.03,7130,TRADE
1000000001058000000,AAPL,BUY,150.08,6036,TRADE
1000000001070000000,AAPL,BUY,150.02,2029,TRADE
1000000001079000000,AAPL,BUY,149.93,4450,TRADE
1000000001083000000,AAPL,SELL,149.92000000000002,2041,TRADE
1000000001090000000,AAPL,SELL,149.95000000000002,7220,TRADE
1000000001091000000,AAPL,SELL,149.95000000000002,1857,TRADE
1000000001092000000,AAPL,SELL,149.99,5708,TRADE
1000000001096000000,AAPL,BUY,150.45000000000002,4581,TRADE
1000000001098000000,AAPL,SELL,150.13,1471,TRADE
1000000001108000000,AAPL,SELL,150.72,1572,TRADE
1000000001112000000,AAPL,BUY,150.32,9852,TRADE
1000000001114000000,AAPL,SELL,150.07,1038,TRADE
1000000001116000000,AAPL,BUY,149.87,2987,TRADE
1000000001118000000,AAPL,SELL,149.88,903,TRADE
1000000001119000000,AAPL,SELL,149.79,4898,TRADE
1000000001121000000,AAPL,SELL,149.8,1839,TRADE
1000000001122000000,AAPL,BUY,149.70000000000002,1135,TRADE
1000000001127000000,AAPL,SELL,149.79,7334,TRADE
1000000001134000000,AAPL,SELL,149.77,8213,TRADE
1000000001136000000,AAPL,SELL,149.95000000000002,8344,TRADE
1000000001140000000,AAPL,BUY,149.86,3873,TRADE
1000000001141000000,AAPL,BUY,149.82,4513,TRADE
1000000001147000000,AAPL,BUY,149.59,8273,TRADE
1000000001149000000,AAPL,BUY,149.23,1544,TRADE
1000000001156000000,AAPL,BUY,149.78,3623,TRADE
1000000001160000000,AAPL,SELL,149.87,6689,TRADE
1000000001161000000,AAPL,SELL,149.83,612,TRADE
1000000001163000000,AAPL,BUY,150.16,3708,TRADE
1000000001167000000,AAPL,BUY,150.21,9080,TRADE
1000000001169000000,AAPL,SELL,150.09,5509,TRADE
1000000001170000000,AAPL,BUY,150.14000000000001,2680,TRADE
1000000001171000000,AAPL,SELL,150.13,8387,TRADE
1000000001175000000,AAPL,SELL,149.95000000000002,4576,TRADE
1000000001176000000,AAPL,SELL,150.03,8038,TRADE
1000000001182000000,AAPL,BUY,150.11,3506,TRADE
1000000001183000000,AAPL,SELL,150.04,7445,TRADE
1000000001187000000,AAPL,SELL,149.98,7200,TRADE
1000000001190000000,AAPL,BUY,149.98,6109,TRADE
1000000001193000000,AAPL,SELL,149.96,6495,TRADE
1000000001196000000,AAPL,BUY,150.1,6876,TRADE
1000000001200000000,AAPL,BUY,150.37,2050,TRADE
1000000001208000000,AAPL,SELL,150.1,9817,TRADE
1000000001210000000,AAPL,BUY,150.15,6387,TRADE
1000000001212000000,AAPL,SELL,150.32,7145,TRADE
1000000001216000000,AAPL,BUY,150.25,3806,TRADE
1000000001221000000,AAPL,BUY,150.31,6924,TRADE
1000000001222000000,AAPL,SELL,150.34,8820,TRADE
1000000001223000000,AAPL,BUY,150.25,4448,TRADE
1000000001226000000,AAPL,BUY,150.20000000000002,4998,TRADE
1000000001229000000,AAPL,BUY,150.27,3453,TRADE
1000000001230000000,AAPL,SELL,150.27,6069,TRADE
1000000001231000000,AAPL,BUY,150.25,1988,TRADE
1000000001242000000,AAPL,SELL,150.11,6164,TRADE
1000000001245000000,AAPL,BUY,150.22,7987,TRADE
1000000001246000000,AAPL,SELL,150.24,1557,TRADE
1000000001253000000,AAPL,SELL,150.22,2026,TRADE
1000000001254000000,AAPL,SELL,150.21,3971,TRADE
1000000001256000000,AAPL,BUY,150.28,5060,TRADE
1000000001257000000,AAPL,BUY,150.28,5692,TRADE
1000000001260000000,AAPL,BUY,150.25,2653,TRADE
1000000001261000000,AAPL,BUY,150.20000000000002,5325,TRADE
1000000001262000000,AAPL,BUY,150.14000000000001,9619,TRADE
1000000001263000000,AAPL,BUY,150.04,7302,TRADE
1000000001270000000,AAPL,SELL,150.22,4662,TRADE
1000000001272000000,AAPL,BUY,150.28,1671,TRADE
1000000001274000000,AAPL,BUY,150.22,6952,TRADE
1000000001276000000,AAPL,BUY,150.25,7016,TRADE
1000000001278000000,AAPL,SELL,150.22,2212,TRADE
1000000001279000000,AAPL,SELL,150.09,4188,TRADE
1000000001280000000,AAPL,BUY,150.04,8834,TRADE
1000000001281000000,AAPL,SELL,149.95000000000002,1011,TRADE
1000000001291000000,AAPL,SELL,149.76,8995,TRADE
1000000001294000000,AAPL,BUY,149.79,8930,TRADE
1000000001296000000,AAPL,SELL,149.73,1681,TRADE
1000000001297000000,AAPL,SELL,149.71,8688,TRADE
1000000001298000000,AAPL,BUY,149.77,3796,TRADE
1000000001300000000,AAPL,SELL,149.74,6353,TRADE
1000000001303000000,AAPL,BUY,149.85,6350,TRADE
1000000001304000000,AAPL,BUY,149.99,7258,TRADE
1000000001305000000,AAPL,BUY,149.98,385,TRADE
1000000001320000000,AAPL,BUY,150.16,3607,TRADE
1000000001321000000,AAPL,SELL,150.14000000000001,3782,TRADE
1000000001324000000,AAPL,BUY,150.02,3774,TRADE
1000000001327000000,AAPL,SELL,150.03,1422,TRADE
1000000001329000000,AAPL,BUY,150.02,2782,TRADE
1000000001331000000,AAPL,SELL,150.05,6392,TRADE
1000000001333000000,AAPL,SELL,150.04,7614,TRADE
1000000001334000000,AAPL,SELL,150.03,9371,TRADE
1000000001335000000,AAPL,SELL,150.05,9285,TRADE
1000000001356000000,AAPL,BUY,150.11,5442,TRADE
1000000001357000000,AAPL,BUY,150.09,5890,TRADE
1000000001361000000,AAPL,SELL,150.04,3648,TRADE
1000000001364000000,AAPL,BUY,150.06,2331,TRADE
1000000001369000000,AAPL,BUY,150.04,6228,TRADE
1000000001370000000,AAPL,SELL,150.1,8715,TRADE
1000000001371000000,AAPL,SELL,150.07,8714,TRADE
1000000001372000000,AAPL,BUY,150.06,5387,TRADE
1000000001374000000,AAPL,BUY,150.05,438,TRADE
1000000001375000000,AAPL,BUY,150.04,1700,TRADE
1000000001378000000,AAPL,BUY,150.06,8415,TRADE
1000000001380000000,AAPL,SELL,150.04,4560,TRADE
1000000001381000000,AAPL,SELL,150.02,3458,TRADE
1000000001382000000,AAPL,BUY,150.06,7616,TRADE
1000000001384000000,AAPL,BUY,150.04,6336,TRADE
1000000001385000000,AAPL,BUY,150.0,2101,TRADE
1000000001386000000,AAPL,SELL,149.96,2874,TRADE
1000000001401000000,AAPL,SELL,149.81,2144,TRADE
1000000001404000000,AAPL,BUY,150.01,3765,TRADE
1000000001405000000,AAPL,SELL,150.0,1597,TRADE
1000000001408000000,AAPL,BUY,150.04,6163,TRADE
1000000001412000000,AAPL,SELL,149.99,4342,TRADE
1000000001422000000,AAPL,BUY,150.06,6110,TRADE
1000000001427000000,AAPL,BUY,150.06,3620,TRADE
1000000001428000000,AAPL,SELL,150.08,2824,TRADE
1000000001436000000,AAPL,SELL,149.99,7495,TRADE
1000000001438000000,AAPL,BUY,150.01,1393,TRADE
1000000001439000000,AAPL,SELL,149.99,3891,TRADE
1000000001441000000,AAPL,SELL,150.05,6336,TRADE
1000000001443000000,AAPL,SELL,150.0,3430,TRADE
1000000001444000000,AAPL,SELL,150.05,4497,TRADE
1000000001451000000,AAPL,BUY,150.05,7237,TRADE
1000000001453000000,AAPL,BUY,150.03,759,TRADE
1000000001463000000,AAPL,SELL,149.95000000000002,2973,TRADE
1000000001465000000,AAPL,BUY,149.98,3421,TRADE
1000000001473000000,AAPL,SELL,149.9,5988,TRADE
1000000001476000000,AAPL,BUY,149.92000000000002,7178,TRADE
1000000001477000000,AAPL,BUY,149.91,6334,TRADE
1000000001482000000,AAPL,SELL,149.93,3448,TRADE
1000000001487000000,AAPL,SELL,150.0,7243,TRADE
1000000001488000000,AAPL,BUY,150.04,2739,TRADE
1000000001490000000,AAPL,SELL,149.98,2395,TRADE
1000000001496000000,AAPL,SELL,150.02,9642,TRADE
1000000001497000000,AAPL,BUY,150.07,591,TRADE
1000000001502000000,AAPL,BUY,150.1,162,TRADE
1000000001503000000,AAPL,BUY,150.13,119,TRADE
1000000001512000000,AAPL,BUY,149.98,2582,TRADE
1000000001513000000,AAPL,SELL,149.97,8143,TRADE
1000000001514000000,AAPL,BUY,149.98,1646,TRADE
1000000001518000000,AAPL,BUY,150.02,2885,TRADE
1000000001519000000,AAPL,SELL,150.0,5958,TRADE
1000000001521000000,AAPL,BUY,149.96,6137,TRADE
1000000001522000000,AAPL,SELL,149.94,2783,TRADE
1000000001523000000,AAPL,BUY,149.99,7946,TRADE
1000000001528000000,AAPL,SELL,149.93,1237,TRADE
1000000001529000000,AAPL,SELL,149.92000000000002,3412,TRADE
1000000001534000000,AAPL,BUY,149.9,271,TRADE
1000000001537000000,AAPL,BUY,149.97,2346,TRADE
1000000001540000000,AAPL,BUY,150.01,9372,TRADE
1000000001544000000,AAPL,SELL,150.0,2177,TRADE
1000000001546000000,AAPL,SELL,149.96,4392,TRADE
1000000001551000000,AAPL,SELL,150.01,1041,TRADE
1000000001559000000,AAPL,BUY,150.01,5854,TRADE
1000000001560000000,AAPL,SELL,149.97,1238,TRADE
1000000001565000000,AAPL,BUY,149.95000000000002,1407,TRADE
1000000001571000000,AAPL,BUY,149.98,4130,TRADE
1000000001573000000,AAPL,SELL,149.89000000000001,9956,TRADE
1000000001575000000,AAPL,BUY,149.98,6154,TRADE
1000000001577000000,AAPL,BUY,149.97,5056,TRADE
1000000001579000000,AAPL,BUY,149.96,4015,TRADE
1000000001582000000,AAPL,BUY,150.03,470,TRADE
