timestamp,symbol,portfolio_value,cash,positions
1000000000100000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000104000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000110000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000112000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000114000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000117000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000118000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000125000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000128000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000131000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000136000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000137000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000138000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000142000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000144000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000153000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000157000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000158000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000162000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000163000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000172000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000174000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000178000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000184000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000189000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000190000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000193000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000194000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000200000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000201000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000204000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000205000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000206000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000207000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000208000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000211000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000212000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000213000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000214000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000215000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000220000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000228000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000234000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000235000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000243000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000245000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000247000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000248000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000250000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000252000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000254000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000258000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000260000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000262000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000264000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000265000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000267000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000268000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000271000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000275000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000280000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000282000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000285000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000288000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000291000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000293000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000294000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000296000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000298000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000301000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000303000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000310000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000312000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000314000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000316000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000317000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000321000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000323000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000326000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000327000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000330000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000335000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000336000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000339000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000342000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000343000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000347000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000348000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000349000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000354000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000356000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000357000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000360000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000363000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000377000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000381000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000382000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000384000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000386000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000387000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000391000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000392000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000394000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000396000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000405000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000410000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000411000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000413000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000416000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000420000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000423000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000426000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000440000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000443000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000444000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000445000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000446000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000449000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000451000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000457000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000461000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000462000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000465000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000471000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000483000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000484000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000485000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000495000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000496000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000501000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000502000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000503000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000505000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000510000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000513000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000516000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000522000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000523000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000535000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000537000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000538000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000543000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000545000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000546000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000547000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000551000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000554000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000555000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000558000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000560000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000561000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000562000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000569000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000571000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000574000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000580000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000582000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000592000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000596000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000597000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000600000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000603000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000606000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000612000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000615000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000617000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000625000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000629000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000630000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000633000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000635000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000642000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000643000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000644000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000648000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000664000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000665000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000666000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000668000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000669000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000671000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000674000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000675000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000684000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000687000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000690000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000692000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000693000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000695000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000697000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000701000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000716000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000718000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000721000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000723000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000731000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000734000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000735000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000740000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000746000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000747000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000749000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000753000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000756000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000757000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000760000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000763000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000771000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000775000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000777000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000781000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000782000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000787000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000789000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000790000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000791000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000793000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000796000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000797000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000798000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000799000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000800000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000803000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000809000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000817000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000818000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000822000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000826000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000828000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000831000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000832000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000833000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000834000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000836000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000841000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000847000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000849000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000853000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000859000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000864000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000865000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000866000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000868000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000871000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000875000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000878000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000881000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000883000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000887000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000888000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000892000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000895000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000897000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000899000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000901000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000902000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000905000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000908000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000913000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000916000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000920000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000921000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000923000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000928000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000929000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000931000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000934000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000937000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000939000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000947000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000952000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000953000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000955000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000960000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000961000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000963000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000964000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000967000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000969000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000971000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000973000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000974000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000975000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000978000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000979000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000988000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000995000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001004000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001006000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001008000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001009000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001016000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001017000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001021000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001026000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001027000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001029000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001030000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001034000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001035000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001036000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001039000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001040000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001042000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001043000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001047000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001048000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001049000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001059000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001060000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001066000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001072000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001075000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001083000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001084000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001097000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001100000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001106000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001108000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001114000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001117000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001127000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001130000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001138000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001143000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001144000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001147000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001149000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001151000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001153000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001162000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001165000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001166000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001168000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001172000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001174000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001181000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001184000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001185000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001193000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001199000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001209000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001211000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001214000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001215000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001217000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001218000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001229000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001236000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001241000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001245000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001248000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001249000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001253000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001255000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001256000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001259000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001260000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001262000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001268000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001269000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001271000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001273000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001278000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001279000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001305000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001307000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001313000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001316000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001323000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
